,Traits,Count,Average_Placement,Placement_List,Additional_Traits
10,Cybernetic_1,40,6.55,"{7: 7, 5: 9, 8: 12, 6: 12}","{'Chrono_1': {'count': 25, 'average_placement': 6.32}, 'Set3_Blademaster_1': {'count': 33, 'average_placement': 6.454545454545454}, 'Set3_Brawler_1': {'count': 6, 'average_placement': 6.5}, 'Vanguard_1': {'count': 27, 'average_placement': 6.518518518518518}, 'ManaReaver_1': {'count': 31, 'average_placement': 6.483870967741935}, 'Mercenary_1': {'count': 10, 'average_placement': 6.3}, 'Set3_Celestial_1': {'count': 20, 'average_placement': 6.35}, 'Valkyrie_1': {'count': 8, 'average_placement': 6.375}, 'Blaster_1': {'count': 21, 'average_placement': 6.571428571428571}, 'Set3_Brawler_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Mystic_1': {'count': 2, 'average_placement': 6.5}, 'Demolitionist_1': {'count': 2, 'average_placement': 7.0}, 'SpacePirate_1': {'count': 2, 'average_placement': 7.0}, 'Infiltrator_1': {'count': 9, 'average_placement': 6.222222222222222}, 'Chrono_2': {'count': 3, 'average_placement': 6.0}}"
11,Blaster_1,211,6.436018957345971,"{6: 51, 5: 60, 7: 48, 8: 52}","{'Chrono_1': {'count': 99, 'average_placement': 6.373737373737374}, 'Mercenary_1': {'count': 148, 'average_placement': 6.4324324324324325}, 'Set3_Brawler_2': {'count': 34, 'average_placement': 6.088235294117647}, 'Demolitionist_1': {'count': 82, 'average_placement': 6.304878048780488}, 'ManaReaver_1': {'count': 64, 'average_placement': 6.484375}, 'Rebel_1': {'count': 42, 'average_placement': 6.238095238095238}, 'SpacePirate_2': {'count': 6, 'average_placement': 6.666666666666667}, 'Starship_1': {'count': 38, 'average_placement': 6.473684210526316}, 'Vanguard_1': {'count': 40, 'average_placement': 6.75}, 'Set3_Brawler_1': {'count': 40, 'average_placement': 6.675}, 'Rebel_2': {'count': 69, 'average_placement': 6.333333333333333}, 'Set3_Mystic_1': {'count': 46, 'average_placement': 6.3478260869565215}, 'SpacePirate_1': {'count': 19, 'average_placement': 6.947368421052632}, 'Set3_Celestial_1': {'count': 40, 'average_placement': 6.5}, 'Set3_Blademaster_1': {'count': 67, 'average_placement': 6.268656716417911}, 'Valkyrie_1': {'count': 43, 'average_placement': 6.325581395348837}, 'Chrono_2': {'count': 16, 'average_placement': 6.5625}, 'Cybernetic_2': {'count': 14, 'average_placement': 6.0}, 'Infiltrator_1': {'count': 6, 'average_placement': 6.0}, 'Cybernetic_1': {'count': 21, 'average_placement': 6.571428571428571}, 'Sniper_1': {'count': 7, 'average_placement': 7.142857142857143}, 'Vanguard_2': {'count': 1, 'average_placement': 5.0}, 'Protector_1': {'count': 2, 'average_placement': 6.0}, 'Set3_Celestial_3': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_1': {'count': 1, 'average_placement': 5.0}, 'Set3_Celestial_2': {'count': 1, 'average_placement': 8.0}}"
12,Mercenary_1,409,6.3398533007334965,"{6: 105, 5: 124, 8: 83, 7: 97}","{'Blaster_1': {'count': 148, 'average_placement': 6.4324324324324325}, 'Chrono_1': {'count': 237, 'average_placement': 6.261603375527426}, 'Set3_Brawler_2': {'count': 46, 'average_placement': 6.130434782608695}, 'ManaReaver_1': {'count': 201, 'average_placement': 6.358208955223881}, 'Set3_Blademaster_1': {'count': 165, 'average_placement': 6.193939393939394}, 'Set3_Celestial_1': {'count': 176, 'average_placement': 6.301136363636363}, 'Valkyrie_1': {'count': 172, 'average_placement': 6.273255813953488}, 'Demolitionist_1': {'count': 160, 'average_placement': 6.24375}, 'Sniper_1': {'count': 70, 'average_placement': 6.371428571428571}, 'SpacePirate_1': {'count': 67, 'average_placement': 6.611940298507463}, 'Rebel_1': {'count': 44, 'average_placement': 6.2727272727272725}, 'SpacePirate_2': {'count': 20, 'average_placement': 6.75}, 'Starship_1': {'count': 46, 'average_placement': 6.391304347826087}, 'Vanguard_1': {'count': 123, 'average_placement': 6.40650406504065}, 'Set3_Brawler_1': {'count': 55, 'average_placement': 6.4}, 'Rebel_2': {'count': 69, 'average_placement': 6.3478260869565215}, 'Infiltrator_1': {'count': 10, 'average_placement': 6.4}, 'Cybernetic_1': {'count': 10, 'average_placement': 6.3}, 'Set3_Mystic_1': {'count': 89, 'average_placement': 6.303370786516854}, 'Set3_Celestial_2': {'count': 6, 'average_placement': 6.0}, 'Set3_Sorcerer_3': {'count': 9, 'average_placement': 6.333333333333333}, 'DarkStar_1': {'count': 6, 'average_placement': 6.5}, 'Chrono_2': {'count': 21, 'average_placement': 6.476190476190476}, 'Set3_Blademaster_2': {'count': 6, 'average_placement': 6.833333333333333}, 'Blaster_2': {'count': 31, 'average_placement': 6.258064516129032}, 'DarkStar_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_1': {'count': 14, 'average_placement': 5.642857142857143}, 'Vanguard_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Void_1': {'count': 6, 'average_placement': 5.833333333333333}, 'StarGuardian_1': {'count': 6, 'average_placement': 7.0}, 'Infiltrator_2': {'count': 5, 'average_placement': 5.8}, 'MechPilot_1': {'count': 4, 'average_placement': 5.75}, 'Cybernetic_2': {'count': 7, 'average_placement': 5.857142857142857}, 'Protector_1': {'count': 6, 'average_placement': 6.166666666666667}, 'Set3_Celestial_3': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_4': {'count': 1, 'average_placement': 7.0}}"
13,Set3_Brawler_2,150,6.34,"{6: 49, 7: 28, 8: 32, 5: 41}","{'Blaster_1': {'count': 34, 'average_placement': 6.088235294117647}, 'Chrono_1': {'count': 131, 'average_placement': 6.2748091603053435}, 'Mercenary_1': {'count': 46, 'average_placement': 6.130434782608695}, 'Infiltrator_1': {'count': 53, 'average_placement': 6.245283018867925}, 'Set3_Sorcerer_1': {'count': 69, 'average_placement': 6.304347826086956}, 'Set3_Void_1': {'count': 75, 'average_placement': 6.386666666666667}, 'Blaster_2': {'count': 32, 'average_placement': 6.21875}, 'Rebel_1': {'count': 37, 'average_placement': 5.972972972972973}, 'Cybernetic_1': {'count': 1, 'average_placement': 5.0}, 'Vanguard_1': {'count': 1, 'average_placement': 5.0}, 'Demolitionist_1': {'count': 8, 'average_placement': 5.375}, 'Starship_1': {'count': 10, 'average_placement': 6.3}, 'Valkyrie_1': {'count': 2, 'average_placement': 7.0}, 'Set3_Mystic_1': {'count': 17, 'average_placement': 6.0}, 'ManaReaver_1': {'count': 2, 'average_placement': 5.5}, 'Set3_Celestial_1': {'count': 3, 'average_placement': 6.333333333333333}, 'Sniper_1': {'count': 4, 'average_placement': 6.75}, 'Chrono_2': {'count': 2, 'average_placement': 7.0}, 'Set3_Blademaster_1': {'count': 5, 'average_placement': 7.4}, 'Infiltrator_2': {'count': 3, 'average_placement': 6.333333333333333}, 'SpacePirate_1': {'count': 1, 'average_placement': 7.0}, 'DarkStar_1': {'count': 1, 'average_placement': 8.0}}"
14,Infiltrator_2,78,6.5256410256410255,"{8: 21, 7: 21, 5: 22, 6: 14}","{'MechPilot_1': {'count': 72, 'average_placement': 6.527777777777778}, 'Demolitionist_1': {'count': 34, 'average_placement': 6.411764705882353}, 'Set3_Sorcerer_1': {'count': 45, 'average_placement': 6.222222222222222}, 'Valkyrie_1': {'count': 19, 'average_placement': 6.2631578947368425}, 'Mercenary_1': {'count': 5, 'average_placement': 5.8}, 'Set3_Brawler_1': {'count': 2, 'average_placement': 7.0}, 'Chrono_1': {'count': 3, 'average_placement': 6.333333333333333}, 'Set3_Brawler_2': {'count': 3, 'average_placement': 6.333333333333333}, 'Set3_Void_1': {'count': 3, 'average_placement': 6.0}}"
15,MechPilot_1,75,6.546666666666667,"{8: 20, 7: 23, 5: 22, 6: 10}","{'Infiltrator_2': {'count': 72, 'average_placement': 6.527777777777778}, 'Demolitionist_1': {'count': 34, 'average_placement': 6.4411764705882355}, 'Set3_Sorcerer_1': {'count': 44, 'average_placement': 6.2727272727272725}, 'Valkyrie_1': {'count': 20, 'average_placement': 6.3}, 'Mercenary_1': {'count': 4, 'average_placement': 5.75}, 'Infiltrator_1': {'count': 2, 'average_placement': 7.0}, 'Set3_Brawler_1': {'count': 1, 'average_placement': 7.0}, 'Infiltrator_3': {'count': 1, 'average_placement': 7.0}}"
16,Valkyrie_1,217,6.2626728110599075,"{5: 70, 6: 60, 8: 40, 7: 47}","{'Chrono_1': {'count': 148, 'average_placement': 6.22972972972973}, 'ManaReaver_1': {'count': 156, 'average_placement': 6.25}, 'Mercenary_1': {'count': 172, 'average_placement': 6.273255813953488}, 'Set3_Blademaster_1': {'count': 171, 'average_placement': 6.187134502923977}, 'Set3_Celestial_1': {'count': 130, 'average_placement': 6.153846153846154}, 'Vanguard_1': {'count': 75, 'average_placement': 6.1066666666666665}, 'Demolitionist_1': {'count': 31, 'average_placement': 6.354838709677419}, 'Infiltrator_1': {'count': 11, 'average_placement': 6.363636363636363}, 'Set3_Brawler_1': {'count': 31, 'average_placement': 6.161290322580645}, 'Cybernetic_1': {'count': 8, 'average_placement': 6.375}, 'SpacePirate_1': {'count': 9, 'average_placement': 6.555555555555555}, 'Blaster_1': {'count': 43, 'average_placement': 6.325581395348837}, 'Chrono_2': {'count': 20, 'average_placement': 6.35}, 'Rebel_1': {'count': 3, 'average_placement': 6.666666666666667}, 'Set3_Blademaster_2': {'count': 6, 'average_placement': 6.833333333333333}, 'Infiltrator_2': {'count': 19, 'average_placement': 6.2631578947368425}, 'MechPilot_1': {'count': 20, 'average_placement': 6.3}, 'Set3_Sorcerer_1': {'count': 12, 'average_placement': 5.583333333333333}, 'Set3_Mystic_1': {'count': 43, 'average_placement': 6.209302325581396}, 'Blaster_2': {'count': 3, 'average_placement': 6.333333333333333}, 'Sniper_1': {'count': 19, 'average_placement': 6.578947368421052}, 'Set3_Brawler_2': {'count': 2, 'average_placement': 7.0}, 'Rebel_2': {'count': 7, 'average_placement': 6.0}, 'Starship_1': {'count': 3, 'average_placement': 5.0}, 'Cybernetic_2': {'count': 6, 'average_placement': 5.833333333333333}, 'DarkStar_1': {'count': 1, 'average_placement': 5.0}, 'Protector_1': {'count': 2, 'average_placement': 7.0}, 'Infiltrator_3': {'count': 1, 'average_placement': 7.0}, 'Set3_Celestial_2': {'count': 2, 'average_placement': 6.0}, 'Set3_Void_1': {'count': 1, 'average_placement': 7.0}}"
17,Protector_1,96,6.739583333333333,"{7: 25, 8: 31, 5: 16, 6: 24}","{'ManaReaver_1': {'count': 43, 'average_placement': 6.511627906976744}, 'Set3_Celestial_2': {'count': 64, 'average_placement': 6.609375}, 'SpacePirate_1': {'count': 17, 'average_placement': 6.823529411764706}, 'Vanguard_1': {'count': 10, 'average_placement': 7.0}, 'Chrono_1': {'count': 68, 'average_placement': 6.5588235294117645}, 'Set3_Blademaster_1': {'count': 61, 'average_placement': 6.60655737704918}, 'Set3_Celestial_1': {'count': 24, 'average_placement': 7.0}, 'Sniper_1': {'count': 42, 'average_placement': 6.666666666666667}, 'DarkStar_1': {'count': 5, 'average_placement': 7.0}, 'Set3_Sorcerer_1': {'count': 8, 'average_placement': 6.75}, 'Set3_Mystic_1': {'count': 15, 'average_placement': 6.333333333333333}, 'StarGuardian_1': {'count': 3, 'average_placement': 7.0}, 'Set3_Celestial_3': {'count': 3, 'average_placement': 6.0}, 'Blaster_1': {'count': 2, 'average_placement': 6.0}, 'DarkStar_2': {'count': 1, 'average_placement': 8.0}, 'Mercenary_1': {'count': 6, 'average_placement': 6.166666666666667}, 'SpacePirate_2': {'count': 3, 'average_placement': 6.666666666666667}, 'Valkyrie_1': {'count': 2, 'average_placement': 7.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 7.0}, 'StarGuardian_2': {'count': 1, 'average_placement': 7.0}, 'Demolitionist_1': {'count': 1, 'average_placement': 5.0}, 'Set3_Brawler_1': {'count': 1, 'average_placement': 8.0}}"
18,Set3_Celestial_2,86,6.523255813953488,"{7: 21, 6: 26, 5: 18, 8: 21}","{'ManaReaver_1': {'count': 51, 'average_placement': 6.450980392156863}, 'Protector_1': {'count': 64, 'average_placement': 6.609375}, 'SpacePirate_1': {'count': 21, 'average_placement': 6.809523809523809}, 'Vanguard_1': {'count': 14, 'average_placement': 6.785714285714286}, 'Mercenary_1': {'count': 6, 'average_placement': 6.0}, 'Sniper_1': {'count': 41, 'average_placement': 6.512195121951219}, 'SpacePirate_2': {'count': 2, 'average_placement': 6.0}, 'Chrono_1': {'count': 55, 'average_placement': 6.290909090909091}, 'Set3_Blademaster_1': {'count': 57, 'average_placement': 6.385964912280702}, 'DarkStar_1': {'count': 1, 'average_placement': 7.0}, 'Protector_2': {'count': 4, 'average_placement': 6.25}, 'Set3_Mystic_1': {'count': 16, 'average_placement': 6.0625}, 'Chrono_2': {'count': 1, 'average_placement': 6.0}, 'Valkyrie_1': {'count': 2, 'average_placement': 6.0}, 'Demolitionist_1': {'count': 2, 'average_placement': 5.5}, 'Blaster_1': {'count': 1, 'average_placement': 8.0}, 'Set3_Brawler_1': {'count': 1, 'average_placement': 8.0}}"
19,SpacePirate_1,102,6.627450980392157,"{7: 31, 5: 21, 8: 27, 6: 23}","{'ManaReaver_1': {'count': 63, 'average_placement': 6.650793650793651}, 'Protector_1': {'count': 17, 'average_placement': 6.823529411764706}, 'Set3_Celestial_2': {'count': 21, 'average_placement': 6.809523809523809}, 'Vanguard_1': {'count': 60, 'average_placement': 6.583333333333333}, 'Demolitionist_1': {'count': 49, 'average_placement': 6.489795918367347}, 'Mercenary_1': {'count': 67, 'average_placement': 6.611940298507463}, 'Set3_Celestial_1': {'count': 42, 'average_placement': 6.380952380952381}, 'Sniper_1': {'count': 44, 'average_placement': 6.454545454545454}, 'Blaster_1': {'count': 19, 'average_placement': 6.947368421052632}, 'Rebel_2': {'count': 5, 'average_placement': 7.2}, 'Set3_Mystic_1': {'count': 22, 'average_placement': 6.5}, 'Chrono_1': {'count': 50, 'average_placement': 6.46}, 'Set3_Blademaster_1': {'count': 14, 'average_placement': 6.714285714285714}, 'Valkyrie_1': {'count': 9, 'average_placement': 6.555555555555555}, 'DarkStar_1': {'count': 3, 'average_placement': 6.666666666666667}, 'Blaster_2': {'count': 7, 'average_placement': 6.714285714285714}, 'Set3_Celestial_3': {'count': 2, 'average_placement': 6.5}, 'Vanguard_2': {'count': 1, 'average_placement': 5.0}, 'Rebel_1': {'count': 5, 'average_placement': 7.6}, 'Starship_1': {'count': 6, 'average_placement': 7.833333333333333}, 'Cybernetic_1': {'count': 2, 'average_placement': 7.0}, 'Cybernetic_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_1': {'count': 2, 'average_placement': 5.5}, 'Set3_Brawler_2': {'count': 1, 'average_placement': 7.0}, 'Set3_Brawler_1': {'count': 8, 'average_placement': 6.875}, 'Protector_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 6.0}, 'Chrono_2': {'count': 1, 'average_placement': 6.0}, 'Infiltrator_1': {'count': 1, 'average_placement': 6.0}}"
20,Demolitionist_1,214,6.317757009345795,"{5: 71, 6: 45, 7: 57, 8: 41}","{'ManaReaver_1': {'count': 48, 'average_placement': 6.291666666666667}, 'Mercenary_1': {'count': 160, 'average_placement': 6.24375}, 'Set3_Celestial_1': {'count': 47, 'average_placement': 6.191489361702128}, 'Sniper_1': {'count': 37, 'average_placement': 5.972972972972973}, 'SpacePirate_1': {'count': 49, 'average_placement': 6.489795918367347}, 'Blaster_1': {'count': 82, 'average_placement': 6.304878048780488}, 'Chrono_1': {'count': 65, 'average_placement': 6.123076923076923}, 'Rebel_1': {'count': 21, 'average_placement': 6.333333333333333}, 'SpacePirate_2': {'count': 9, 'average_placement': 6.333333333333333}, 'Starship_1': {'count': 36, 'average_placement': 6.388888888888889}, 'Vanguard_1': {'count': 37, 'average_placement': 6.324324324324325}, 'Infiltrator_2': {'count': 34, 'average_placement': 6.411764705882353}, 'MechPilot_1': {'count': 34, 'average_placement': 6.4411764705882355}, 'Set3_Brawler_1': {'count': 30, 'average_placement': 6.466666666666667}, 'Rebel_2': {'count': 79, 'average_placement': 6.367088607594937}, 'Set3_Blademaster_1': {'count': 33, 'average_placement': 6.03030303030303}, 'Infiltrator_1': {'count': 8, 'average_placement': 6.0}, 'Valkyrie_1': {'count': 31, 'average_placement': 6.354838709677419}, 'Set3_Mystic_1': {'count': 38, 'average_placement': 6.315789473684211}, 'Set3_Sorcerer_3': {'count': 4, 'average_placement': 6.25}, 'Set3_Sorcerer_1': {'count': 30, 'average_placement': 6.0}, 'Blaster_2': {'count': 3, 'average_placement': 6.0}, 'DarkStar_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Void_1': {'count': 9, 'average_placement': 6.0}, 'Set3_Brawler_2': {'count': 8, 'average_placement': 5.375}, 'Cybernetic_1': {'count': 2, 'average_placement': 7.0}, 'StarGuardian_1': {'count': 1, 'average_placement': 8.0}, 'DarkStar_1': {'count': 2, 'average_placement': 6.0}, 'Infiltrator_3': {'count': 1, 'average_placement': 7.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 6.0}, 'Set3_Celestial_2': {'count': 2, 'average_placement': 5.5}, 'Chrono_2': {'count': 3, 'average_placement': 6.0}, 'Protector_1': {'count': 1, 'average_placement': 5.0}}"
21,Cybernetic_2,48,6.25,"{7: 13, 8: 6, 6: 16, 5: 13}","{'ManaReaver_1': {'count': 37, 'average_placement': 6.243243243243243}, 'Set3_Blademaster_1': {'count': 40, 'average_placement': 6.325}, 'Chrono_1': {'count': 20, 'average_placement': 6.05}, 'Infiltrator_1': {'count': 11, 'average_placement': 6.545454545454546}, 'Set3_Brawler_1': {'count': 3, 'average_placement': 6.333333333333333}, 'Blaster_1': {'count': 14, 'average_placement': 6.0}, 'Set3_Celestial_1': {'count': 9, 'average_placement': 6.333333333333333}, 'Vanguard_1': {'count': 11, 'average_placement': 6.181818181818182}, 'Mercenary_1': {'count': 7, 'average_placement': 5.857142857142857}, 'Valkyrie_1': {'count': 6, 'average_placement': 5.833333333333333}, 'SpacePirate_1': {'count': 1, 'average_placement': 5.0}}"
22,Infiltrator_1,109,6.348623853211009,"{8: 22, 7: 24, 5: 30, 6: 33}","{'Chrono_1': {'count': 84, 'average_placement': 6.261904761904762}, 'Set3_Brawler_1': {'count': 29, 'average_placement': 6.482758620689655}, 'Set3_Sorcerer_1': {'count': 76, 'average_placement': 6.276315789473684}, 'Set3_Void_1': {'count': 73, 'average_placement': 6.260273972602739}, 'Demolitionist_1': {'count': 8, 'average_placement': 6.0}, 'ManaReaver_1': {'count': 23, 'average_placement': 6.260869565217392}, 'Mercenary_1': {'count': 10, 'average_placement': 6.4}, 'Set3_Blademaster_1': {'count': 26, 'average_placement': 6.3076923076923075}, 'Valkyrie_1': {'count': 11, 'average_placement': 6.363636363636363}, 'Set3_Celestial_1': {'count': 16, 'average_placement': 6.0625}, 'Set3_Brawler_2': {'count': 53, 'average_placement': 6.245283018867925}, 'Cybernetic_2': {'count': 11, 'average_placement': 6.545454545454546}, 'Rebel_1': {'count': 1, 'average_placement': 6.0}, 'Blaster_1': {'count': 6, 'average_placement': 6.0}, 'Vanguard_1': {'count': 11, 'average_placement': 6.2727272727272725}, 'DarkStar_2': {'count': 1, 'average_placement': 6.0}, 'Set3_Mystic_1': {'count': 2, 'average_placement': 6.5}, 'Sniper_1': {'count': 2, 'average_placement': 5.5}, 'Cybernetic_1': {'count': 9, 'average_placement': 6.222222222222222}, 'MechPilot_1': {'count': 2, 'average_placement': 7.0}, 'Chrono_2': {'count': 2, 'average_placement': 5.0}, 'SpacePirate_1': {'count': 1, 'average_placement': 6.0}}"
23,Rebel_1,69,6.36231884057971,"{6: 15, 5: 21, 8: 13, 7: 20}","{'Blaster_1': {'count': 42, 'average_placement': 6.238095238095238}, 'Chrono_1': {'count': 50, 'average_placement': 6.22}, 'Demolitionist_1': {'count': 21, 'average_placement': 6.333333333333333}, 'ManaReaver_1': {'count': 6, 'average_placement': 6.666666666666667}, 'Mercenary_1': {'count': 44, 'average_placement': 6.2727272727272725}, 'SpacePirate_2': {'count': 2, 'average_placement': 6.0}, 'Starship_1': {'count': 16, 'average_placement': 6.4375}, 'Vanguard_1': {'count': 8, 'average_placement': 6.75}, 'Set3_Brawler_1': {'count': 13, 'average_placement': 6.846153846153846}, 'Set3_Blademaster_2': {'count': 1, 'average_placement': 8.0}, 'Set3_Celestial_1': {'count': 6, 'average_placement': 6.666666666666667}, 'Valkyrie_1': {'count': 3, 'average_placement': 6.666666666666667}, 'Set3_Brawler_2': {'count': 37, 'average_placement': 5.972972972972973}, 'Infiltrator_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Void_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Blademaster_1': {'count': 7, 'average_placement': 6.428571428571429}, 'Set3_Mystic_1': {'count': 27, 'average_placement': 6.148148148148148}, 'Blaster_2': {'count': 16, 'average_placement': 6.375}, 'SpacePirate_1': {'count': 5, 'average_placement': 7.6}, 'Sniper_1': {'count': 1, 'average_placement': 5.0}}"
24,SpacePirate_2,20,6.75,"{6: 8, 5: 2, 8: 7, 7: 3}","{'Blaster_1': {'count': 6, 'average_placement': 6.666666666666667}, 'Chrono_1': {'count': 7, 'average_placement': 6.571428571428571}, 'Demolitionist_1': {'count': 9, 'average_placement': 6.333333333333333}, 'ManaReaver_1': {'count': 18, 'average_placement': 6.722222222222222}, 'Mercenary_1': {'count': 20, 'average_placement': 6.75}, 'Rebel_1': {'count': 2, 'average_placement': 6.0}, 'Starship_1': {'count': 2, 'average_placement': 6.0}, 'Vanguard_1': {'count': 13, 'average_placement': 6.846153846153846}, 'Set3_Celestial_2': {'count': 2, 'average_placement': 6.0}, 'Sniper_1': {'count': 8, 'average_placement': 6.625}, 'Set3_Celestial_1': {'count': 9, 'average_placement': 6.777777777777778}, 'Set3_Blademaster_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Brawler_1': {'count': 1, 'average_placement': 8.0}, 'Protector_1': {'count': 3, 'average_placement': 6.666666666666667}, 'Set3_Mystic_1': {'count': 1, 'average_placement': 8.0}}"
25,Starship_1,53,6.39622641509434,"{6: 11, 8: 11, 5: 16, 7: 15}","{'Blaster_1': {'count': 38, 'average_placement': 6.473684210526316}, 'Chrono_1': {'count': 18, 'average_placement': 6.444444444444445}, 'Demolitionist_1': {'count': 36, 'average_placement': 6.388888888888889}, 'ManaReaver_1': {'count': 5, 'average_placement': 7.0}, 'Mercenary_1': {'count': 46, 'average_placement': 6.391304347826087}, 'Rebel_1': {'count': 16, 'average_placement': 6.4375}, 'SpacePirate_2': {'count': 2, 'average_placement': 6.0}, 'Vanguard_1': {'count': 6, 'average_placement': 6.666666666666667}, 'Rebel_2': {'count': 35, 'average_placement': 6.314285714285714}, 'Set3_Mystic_1': {'count': 16, 'average_placement': 6.6875}, 'Set3_Celestial_1': {'count': 1, 'average_placement': 7.0}, 'Blaster_2': {'count': 8, 'average_placement': 6.375}, 'Set3_Brawler_2': {'count': 10, 'average_placement': 6.3}, 'Set3_Brawler_1': {'count': 5, 'average_placement': 5.8}, 'SpacePirate_1': {'count': 6, 'average_placement': 7.833333333333333}, 'Set3_Blademaster_1': {'count': 6, 'average_placement': 5.333333333333333}, 'Valkyrie_1': {'count': 3, 'average_placement': 5.0}}"
26,Rebel_2,90,6.4222222222222225,"{6: 19, 8: 21, 5: 27, 7: 23}","{'Blaster_1': {'count': 69, 'average_placement': 6.333333333333333}, 'Chrono_1': {'count': 7, 'average_placement': 5.714285714285714}, 'Set3_Brawler_1': {'count': 15, 'average_placement': 6.333333333333333}, 'Demolitionist_1': {'count': 79, 'average_placement': 6.367088607594937}, 'Mercenary_1': {'count': 69, 'average_placement': 6.3478260869565215}, 'Set3_Blademaster_1': {'count': 15, 'average_placement': 5.933333333333334}, 'Set3_Mystic_1': {'count': 22, 'average_placement': 6.454545454545454}, 'SpacePirate_1': {'count': 5, 'average_placement': 7.2}, 'Set3_Celestial_1': {'count': 1, 'average_placement': 8.0}, 'Starship_1': {'count': 35, 'average_placement': 6.314285714285714}, 'Valkyrie_1': {'count': 7, 'average_placement': 6.0}}"
27,Set3_Sorcerer_3,24,6.458333333333333,"{7: 6, 5: 5, 6: 8, 8: 5}","{'Chrono_1': {'count': 13, 'average_placement': 6.076923076923077}, 'StarGuardian_1': {'count': 19, 'average_placement': 6.684210526315789}, 'Vanguard_1': {'count': 17, 'average_placement': 6.529411764705882}, 'Demolitionist_1': {'count': 4, 'average_placement': 6.25}, 'Mercenary_1': {'count': 9, 'average_placement': 6.333333333333333}, 'DarkStar_1': {'count': 1, 'average_placement': 7.0}, 'Set3_Brawler_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Void_1': {'count': 1, 'average_placement': 6.0}}"
28,StarGuardian_1,35,6.828571428571428,"{7: 10, 6: 11, 8: 11, 5: 3}","{'Chrono_1': {'count': 18, 'average_placement': 6.444444444444445}, 'Set3_Sorcerer_3': {'count': 19, 'average_placement': 6.684210526315789}, 'Vanguard_1': {'count': 26, 'average_placement': 6.6923076923076925}, 'DarkStar_1': {'count': 2, 'average_placement': 6.5}, 'Set3_Sorcerer_2': {'count': 11, 'average_placement': 6.909090909090909}, 'Set3_Sorcerer_1': {'count': 4, 'average_placement': 7.25}, 'Protector_1': {'count': 3, 'average_placement': 7.0}, 'Set3_Celestial_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Mystic_1': {'count': 3, 'average_placement': 7.0}, 'Sniper_1': {'count': 2, 'average_placement': 6.5}, 'Mercenary_1': {'count': 6, 'average_placement': 7.0}, 'Chrono_2': {'count': 1, 'average_placement': 8.0}, 'Demolitionist_1': {'count': 1, 'average_placement': 8.0}, 'Vanguard_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_4': {'count': 1, 'average_placement': 7.0}}"
