,Champion_Id,Count,Tier,Traits,Item,Placement_List,Average_Placement,Average_Tier,Average_#_Item,Count(%),Champion_Name,Image
10,TFT3_Irelia,3,{2: 3},"{'Chrono_1': 3, 'ManaReaver_1': 3, 'Mercenary_1': 3, 'Set3_Blademaster_1': 3, 'Set3_Celestial_1': 2, 'Valkyrie_1': 3, 'Vanguard_1': 2}","{99: {'count': 1, 'average_placement': 3.0}, 44: {'count': 1, 'average_placement': 8.0}}","{3: 1, 8: 1, 7: 1}",6.0,2.0,0.6666666666666666,2.2900763358778624,Irelia,../../../assets/set3/champions/irelia.png
11,TFT3_Kayle,4,"{2: 2, 1: 1, 3: 1}","{'Chrono_1': 4, 'ManaReaver_1': 4, 'Mercenary_1': 3, 'Set3_Blademaster_1': 4, 'Set3_Celestial_1': 2, 'Valkyrie_1': 4, 'Vanguard_1': 2, 'Demolitionist_1': 1, 'Set3_Celestial_2': 1}","{37: {'count': 1, 'average_placement': 3.0}, 23: {'count': 5, 'average_placement': 0.8666666666666666}, 15: {'count': 2, 'average_placement': 1.375}, 69: {'count': 2, 'average_placement': 4.0}, 38: {'count': 1, 'average_placement': 1.0}}","{3: 1, 8: 1, 7: 1, 1: 1}",4.75,2.0,2.75,3.0534351145038165,Kayle,../../../assets/set3/champions/kayle.png
12,TFT3_WuKong,4,{2: 4},"{'Chrono_1': 4, 'ManaReaver_1': 3, 'Mercenary_1': 4, 'Set3_Blademaster_1': 3, 'Set3_Celestial_1': 2, 'Valkyrie_1': 3, 'Vanguard_1': 2, 'Blaster_1': 1, 'Demolitionist_1': 1, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'Set3_Mystic_1': 1}","{67: {'count': 1, 'average_placement': 8.0}, 45: {'count': 1, 'average_placement': 4.0}}","{3: 1, 8: 1, 7: 1, 4: 1}",5.5,2.0,0.5,3.0534351145038165,WuKong,../../../assets/set3/champions/wukong.png
13,TFT3_MissFortune,4,"{1: 3, 2: 1}","{'Chrono_1': 3, 'ManaReaver_1': 3, 'Mercenary_1': 4, 'Set3_Blademaster_1': 3, 'Set3_Celestial_1': 2, 'Valkyrie_1': 3, 'Vanguard_1': 2, 'Blaster_1': 1, 'Demolitionist_1': 1, 'Rebel_2': 1, 'Set3_Mystic_1': 1, 'Starship_1': 1}","{17: {'count': 1, 'average_placement': 3.0}, 13: {'count': 1, 'average_placement': 3.0}, 9: {'count': 1, 'average_placement': 8.0}, 99: {'count': 1, 'average_placement': 7.0}}","{3: 1, 8: 1, 7: 1, 5: 1}",5.75,1.25,1.0,3.0534351145038165,MissFortune,../../../assets/set3/champions/missfortune.png
14,TFT3_Gangplank,5,"{1: 2, 2: 3}","{'Chrono_1': 2, 'ManaReaver_1': 1, 'Mercenary_1': 5, 'Set3_Blademaster_1': 1, 'Set3_Celestial_1': 1, 'Valkyrie_1': 1, 'Blaster_1': 3, 'Demolitionist_1': 4, 'Rebel_2': 2, 'Set3_Mystic_1': 2, 'Starship_1': 2, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'SpacePirate_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Set3_Sorcerer_1': 1}","{15: {'count': 3, 'average_placement': 0.2962962962962963}, 67: {'count': 2, 'average_placement': 0.5}, 25: {'count': 1, 'average_placement': 5.0}, 37: {'count': 1, 'average_placement': 4.0}, 68: {'count': 1, 'average_placement': 4.0}, 44: {'count': 1, 'average_placement': 6.0}, 33: {'count': 1, 'average_placement': 6.0}}","{3: 2, 5: 1, 4: 1, 6: 1}",4.2,1.6,2.0,3.816793893129771,Gangplank,../../../assets/set3/champions/gangplank.png
15,TFT3_Lulu,7,"{1: 5, 2: 2}","{'Chrono_1': 6, 'ManaReaver_1': 4, 'Mercenary_1': 3, 'Set3_Blademaster_1': 4, 'Set3_Celestial_1': 4, 'Valkyrie_1': 3, 'Blaster_2': 1, 'Set3_Brawler_2': 1, 'Vanguard_1': 1, 'Demolitionist_1': 2, 'Set3_Celestial_2': 2, 'Set3_Mystic_1': 3, 'Blaster_1': 1, 'Rebel_1': 1, 'DarkStar_2': 1, 'Sniper_1': 1}","{67: {'count': 1, 'average_placement': 7.0}, 14: {'count': 2, 'average_placement': 0.5}, 47: {'count': 1, 'average_placement': 4.0}}","{3: 1, 6: 1, 7: 2, 1: 1, 2: 1, 4: 1}",4.285714285714286,1.2857142857142858,0.5714285714285714,5.343511450381679,Lulu,../../../assets/set3/champions/lulu.png
16,TFT3_Graves,2,{2: 2},"{'Blaster_2': 1, 'Chrono_1': 1, 'Set3_Brawler_2': 1, 'Blaster_1': 1, 'Demolitionist_1': 1, 'Mercenary_1': 1, 'Rebel_2': 1, 'SpacePirate_1': 1, 'Starship_1': 1}",{},{6: 2},6.0,2.0,0.0,1.5267175572519083,Graves,../../../assets/set3/champions/graves.png
17,TFT3_Lucian,1,{2: 1},"{'Blaster_2': 1, 'Chrono_1': 1, 'Set3_Brawler_2': 1}","{57: {'count': 1, 'average_placement': 6.0}}",{6: 1},6.0,2.0,1.0,0.7633587786259541,Lucian,../../../assets/set3/champions/lucian.png
18,TFT3_Ezreal,2,"{2: 1, 1: 1}","{'Blaster_2': 1, 'Chrono_1': 2, 'Set3_Brawler_2': 1, 'Blaster_1': 1, 'Demolitionist_1': 1, 'Mercenary_1': 1, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'Set3_Mystic_1': 1}",{},"{6: 1, 4: 1}",5.0,1.5,0.0,1.5267175572519083,Ezreal,../../../assets/set3/champions/ezreal.png
19,TFT3_Jinx,4,"{2: 2, 1: 2}","{'Blaster_2': 1, 'Chrono_1': 2, 'Set3_Brawler_2': 1, 'Blaster_1': 3, 'Demolitionist_1': 3, 'Mercenary_1': 3, 'Rebel_2': 2, 'Set3_Mystic_1': 2, 'Starship_1': 2, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'SpacePirate_1': 1}","{79: {'count': 2, 'average_placement': 1.375}, 12: {'count': 2, 'average_placement': 2.5}, 29: {'count': 2, 'average_placement': 2.5}, 11: {'count': 1, 'average_placement': 6.0}, 22: {'count': 1, 'average_placement': 6.0}}","{6: 2, 5: 1, 4: 1}",5.25,1.5,2.0,3.0534351145038165,Jinx,../../../assets/set3/champions/jinx.png
20,TFT3_Poppy,2,"{2: 1, 3: 1}","{'Chrono_1': 1, 'ManaReaver_1': 1, 'Mercenary_1': 1, 'Set3_Blademaster_1': 1, 'Valkyrie_1': 1, 'Vanguard_1': 2, 'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1}","{17: {'count': 1, 'average_placement': 8.0}, 55: {'count': 1, 'average_placement': 5.0}, 66: {'count': 1, 'average_placement': 5.0}}","{8: 1, 5: 1}",6.5,2.5,1.5,1.5267175572519083,Poppy,../../../assets/set3/champions/poppy.png
21,TFT3_Jayce,5,"{2: 4, 3: 1}","{'Chrono_1': 2, 'ManaReaver_1': 5, 'Mercenary_1': 1, 'Set3_Blademaster_1': 2, 'Set3_Celestial_1': 1, 'Valkyrie_1': 2, 'Vanguard_1': 1, 'Demolitionist_1': 1, 'Set3_Celestial_2': 4, 'Protector_1': 3, 'SpacePirate_1': 3, 'Sniper_1': 1}","{6: {'count': 1, 'average_placement': 7.0}, 5: {'count': 1, 'average_placement': 8.0}, 55: {'count': 1, 'average_placement': 8.0}, 3: {'count': 1, 'average_placement': 8.0}, 99: {'count': 1, 'average_placement': 1.0}}","{7: 1, 1: 2, 8: 2}",5.0,2.2,1.0,3.816793893129771,Jayce,../../../assets/set3/champions/jayce.png
22,TFT3_Ziggs,3,"{3: 1, 1: 2}","{'Blaster_1': 3, 'Demolitionist_1': 3, 'Mercenary_1': 3, 'Rebel_2': 2, 'Set3_Mystic_1': 2, 'Starship_1': 2, 'Chrono_1': 1, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'SpacePirate_1': 1}","{44: {'count': 2, 'average_placement': 1.25}, 34: {'count': 1, 'average_placement': 5.0}}","{5: 1, 4: 1, 6: 1}",5.0,1.6666666666666667,1.0,2.2900763358778624,Ziggs,../../../assets/set3/champions/ziggs.png
23,TFT3_Sona,3,{2: 3},"{'Blaster_1': 3, 'Demolitionist_1': 3, 'Mercenary_1': 3, 'Rebel_2': 2, 'Set3_Mystic_1': 2, 'Starship_1': 2, 'Chrono_1': 1, 'Rebel_1': 1, 'Set3_Celestial_2': 1, 'SpacePirate_1': 1}",{},"{5: 1, 4: 1, 6: 1}",5.0,2.0,0.0,2.2900763358778624,Sona,../../../assets/set3/champions/sona.png
24,TFT3_MasterYi,2,"{1: 1, 2: 1}","{'Blaster_1': 2, 'Demolitionist_1': 2, 'Mercenary_1': 2, 'Rebel_2': 2, 'Set3_Mystic_1': 1, 'Starship_1': 2, 'SpacePirate_1': 1}",{},"{5: 1, 6: 1}",5.5,1.5,0.0,1.5267175572519083,MasterYi,../../../assets/set3/champions/masteryi.png
25,TFT3_Karma,2,"{1: 1, 2: 1}","{'Blaster_1': 1, 'Demolitionist_1': 1, 'Mercenary_1': 1, 'Rebel_2': 1, 'Set3_Mystic_1': 2, 'Starship_1': 1, 'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Sniper_1': 1}",{},"{5: 1, 7: 1}",6.0,1.5,0.0,1.5267175572519083,Karma,../../../assets/set3/champions/karma.png
26,TFT3_AurelionSol,2,"{2: 1, 1: 1}","{'Blaster_1': 2, 'Demolitionist_1': 2, 'Mercenary_1': 2, 'Rebel_2': 2, 'Set3_Mystic_1': 1, 'Starship_1': 2, 'SpacePirate_1': 1}","{55: {'count': 1, 'average_placement': 5.0}}","{5: 1, 6: 1}",5.5,1.5,0.5,1.5267175572519083,AurelionSol,../../../assets/set3/champions/aurelionsol.png
27,TFT3_Shaco,3,"{2: 2, 3: 1}","{'Chrono_1': 1, 'Infiltrator_2': 2, 'Set3_Brawler_1': 1, 'Set3_Sorcerer_1': 2, 'Set3_Void_1': 1, 'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1, 'Sniper_1': 1, 'Demolitionist_1': 1, 'MechPilot_1': 1, 'Mercenary_1': 1}","{23: {'count': 2, 'average_placement': 3.5}, 69: {'count': 1, 'average_placement': 7.0}, 12: {'count': 1, 'average_placement': 3.0}, 16: {'count': 1, 'average_placement': 3.0}}","{4: 1, 7: 1, 3: 1}",4.666666666666667,2.3333333333333335,1.6666666666666667,2.2900763358778624,Shaco,../../../assets/set3/champions/shaco.png
28,TFT3_Xayah,2,"{1: 1, 3: 1}","{'Chrono_1': 2, 'Demolitionist_1': 1, 'ManaReaver_1': 2, 'Set3_Blademaster_1': 2, 'Set3_Celestial_2': 1, 'Valkyrie_1': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1}","{11: {'count': 1, 'average_placement': 2.0}, 26: {'count': 1, 'average_placement': 2.0}, 79: {'count': 1, 'average_placement': 2.0}}","{1: 1, 2: 1}",1.5,2.0,1.5,1.5267175572519083,Xayah,../../../assets/set3/champions/xayah.png
29,TFT3_KaiSa,2,"{2: 1, 3: 1}","{'Chrono_1': 1, 'Demolitionist_1': 2, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_2': 1, 'Valkyrie_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Mercenary_1': 1, 'Set3_Sorcerer_1': 1}","{57: {'count': 1, 'average_placement': 1.0}, 69: {'count': 1, 'average_placement': 1.0}, 37: {'count': 1, 'average_placement': 3.0}, 33: {'count': 1, 'average_placement': 3.0}, 36: {'count': 1, 'average_placement': 3.0}}","{1: 1, 3: 1}",2.0,2.5,2.5,1.5267175572519083,KaiSa,../../../assets/set3/champions/kaisa.png
30,TFT3_Rumble,2,"{1: 1, 2: 1}","{'Chrono_1': 1, 'Demolitionist_1': 2, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_2': 1, 'Valkyrie_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Mercenary_1': 1, 'Set3_Sorcerer_1': 1}","{68: {'count': 1, 'average_placement': 1.0}, 59: {'count': 1, 'average_placement': 3.0}, 55: {'count': 1, 'average_placement': 3.0}, 79: {'count': 1, 'average_placement': 3.0}}","{1: 1, 3: 1}",2.0,1.5,2.0,1.5267175572519083,Rumble,../../../assets/set3/champions/rumble.png
31,TFT3_Thresh,3,"{2: 1, 1: 2}","{'Chrono_1': 2, 'Demolitionist_1': 1, 'ManaReaver_1': 3, 'Set3_Blademaster_1': 2, 'Set3_Celestial_2': 2, 'Valkyrie_1': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1, 'Protector_1': 1, 'Sniper_1': 1, 'SpacePirate_1': 1}","{23: {'count': 1, 'average_placement': 1.0}, 14: {'count': 1, 'average_placement': 1.0}}","{1: 2, 2: 1}",1.3333333333333333,1.3333333333333333,0.6666666666666666,2.2900763358778624,Thresh,../../../assets/set3/champions/thresh.png
32,TFT3_Fiora,1,{3: 1},"{'Chrono_1': 1, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1}",{},{2: 1},2.0,3.0,0.0,0.7633587786259541,Fiora,../../../assets/set3/champions/fiora.png
33,TFT3_Caitlyn,1,{3: 1},"{'Chrono_1': 1, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1}",{},{2: 1},2.0,3.0,0.0,0.7633587786259541,Caitlyn,../../../assets/set3/champions/caitlyn.png
34,TFT3_JarvanIV,2,"{3: 1, 1: 1}","{'Chrono_1': 1, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_1': 2, 'Set3_Mystic_1': 2, 'DarkStar_2': 1, 'Sniper_1': 1}","{47: {'count': 1, 'average_placement': 2.0}, 79: {'count': 1, 'average_placement': 2.0}, 67: {'count': 1, 'average_placement': 7.0}}","{2: 1, 7: 1}",4.5,2.0,1.5,1.5267175572519083,JarvanIV,../../../assets/set3/champions/jarvaniv.png
35,TFT3_Soraka,1,{2: 1},"{'Chrono_1': 1, 'ManaReaver_1': 1, 'Set3_Blademaster_1': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1}",{},{2: 1},2.0,2.0,0.0,0.7633587786259541,Soraka,../../../assets/set3/champions/soraka.png
36,TFT3_Ashe,4,"{2: 1, 1: 2, 3: 1}","{'Blaster_1': 1, 'Chrono_1': 1, 'Demolitionist_1': 1, 'Mercenary_1': 1, 'Rebel_1': 1, 'Set3_Celestial_2': 3, 'Set3_Mystic_1': 2, 'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Sniper_1': 2, 'ManaReaver_1': 2, 'Protector_1': 2, 'SpacePirate_1': 2}","{23: {'count': 1, 'average_placement': 1.0}, 8: {'count': 1, 'average_placement': 1.0}}","{4: 1, 7: 1, 8: 1, 1: 1}",5.0,1.75,0.5,3.0534351145038165,Ashe,../../../assets/set3/champions/ashe.png
37,TFT3_Leona,1,{3: 1},"{'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1, 'Vanguard_1': 1}","{25: {'count': 1, 'average_placement': 5.0}}",{5: 1},5.0,3.0,1.0,0.7633587786259541,Leona,../../../assets/set3/champions/leona.png
38,TFT3_Zoe,1,{3: 1},"{'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1, 'Vanguard_1': 1}","{99: {'count': 1, 'average_placement': 5.0}}",{5: 1},5.0,3.0,1.0,0.7633587786259541,Zoe,../../../assets/set3/champions/zoe.png
39,TFT3_Ahri,1,{2: 1},"{'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1, 'Vanguard_1': 1}",{},{5: 1},5.0,2.0,0.0,0.7633587786259541,Ahri,../../../assets/set3/champions/ahri.png
40,TFT3_Syndra,1,{2: 1},"{'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1, 'Vanguard_1': 1}",{},{5: 1},5.0,2.0,0.0,0.7633587786259541,Syndra,../../../assets/set3/champions/syndra.png
41,TFT3_Lux,3,{2: 3},"{'Set3_Sorcerer_3': 1, 'StarGuardian_1': 1, 'Vanguard_1': 1, 'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1, 'Sniper_1': 1, 'Demolitionist_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Mercenary_1': 1, 'Set3_Sorcerer_1': 1}","{33: {'count': 1, 'average_placement': 7.0}}","{5: 1, 7: 1, 3: 1}",5.0,2.0,0.3333333333333333,2.2900763358778624,Lux,../../../assets/set3/champions/lux.png
42,TFT3_Mordekaiser,1,{1: 1},"{'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1, 'Sniper_1': 1}",{},{7: 1},7.0,1.0,0.0,0.7633587786259541,Mordekaiser,../../../assets/set3/champions/mordekaiser.png
43,TFT3_Jhin,2,{2: 2},"{'DarkStar_2': 1, 'Set3_Celestial_1': 1, 'Set3_Mystic_1': 1, 'Sniper_1': 2, 'ManaReaver_1': 1, 'Protector_1': 1, 'Set3_Celestial_2': 1, 'SpacePirate_1': 1}","{15: {'count': 1, 'average_placement': 7.0}}","{7: 1, 1: 1}",4.0,2.0,0.5,1.5267175572519083,Jhin,../../../assets/set3/champions/jhin.png
44,TFT3_Darius,2,{3: 2},"{'ManaReaver_1': 2, 'Protector_1': 2, 'Set3_Celestial_2': 2, 'SpacePirate_1': 2, 'Sniper_1': 1}","{39: {'count': 1, 'average_placement': 8.0}, 19: {'count': 1, 'average_placement': 8.0}, 36: {'count': 2, 'average_placement': 4.5}, 33: {'count': 1, 'average_placement': 1.0}, 79: {'count': 1, 'average_placement': 1.0}}","{8: 1, 1: 1}",4.5,3.0,3.0,1.5267175572519083,Darius,../../../assets/set3/champions/darius.png
45,TFT3_Rakan,2,"{2: 1, 3: 1}","{'ManaReaver_1': 2, 'Protector_1': 2, 'Set3_Celestial_2': 2, 'SpacePirate_1': 2, 'Sniper_1': 1}","{47: {'count': 1, 'average_placement': 8.0}, 59: {'count': 1, 'average_placement': 1.0}, 45: {'count': 1, 'average_placement': 1.0}}","{8: 1, 1: 1}",4.5,2.5,1.5,1.5267175572519083,Rakan,../../../assets/set3/champions/rakan.png
46,TFT3_XinZhao,2,"{2: 1, 3: 1}","{'ManaReaver_1': 2, 'Protector_1': 2, 'Set3_Celestial_2': 2, 'SpacePirate_1': 2, 'Sniper_1': 1}","{15: {'count': 1, 'average_placement': 1.0}}","{8: 1, 1: 1}",4.5,2.5,0.5,1.5267175572519083,XinZhao,../../../assets/set3/champions/xinzhao.png
47,TFT3_Annie,1,{3: 1},"{'Demolitionist_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Mercenary_1': 1, 'Set3_Sorcerer_1': 1}",{},{3: 1},3.0,3.0,0.0,0.7633587786259541,Annie,../../../assets/set3/champions/annie.png
48,TFT3_Ekko,1,{1: 1},"{'Demolitionist_1': 1, 'Infiltrator_2': 1, 'MechPilot_1': 1, 'Mercenary_1': 1, 'Set3_Sorcerer_1': 1}","{4: {'count': 1, 'average_placement': 3.0}}",{3: 1},3.0,1.0,1.0,0.7633587786259541,Ekko,../../../assets/set3/champions/ekko.png
