,Traits,Count,Average_Placement,Placement_List,Additional_Traits
10,Vanguard_1,169,4.65680473372781,"{4: 20, 8: 19, 3: 21, 7: 24, 2: 18, 1: 18, 5: 24, 6: 25}","{'ManaReaver_1': {'count': 123, 'average_placement': 4.512195121951219}, 'Protector_1': {'count': 6, 'average_placement': 4.333333333333333}, 'Set3_Celestial_3': {'count': 1, 'average_placement': 4.0}, 'Sniper_1': {'count': 52, 'average_placement': 4.25}, 'SpacePirate_1': {'count': 36, 'average_placement': 4.5}, 'Set3_Celestial_2': {'count': 13, 'average_placement': 4.615384615384615}, 'Chrono_1': {'count': 128, 'average_placement': 4.5390625}, 'Mercenary_1': {'count': 111, 'average_placement': 4.684684684684685}, 'Set3_Blademaster_1': {'count': 85, 'average_placement': 4.517647058823529}, 'Set3_Celestial_1': {'count': 100, 'average_placement': 4.35}, 'Valkyrie_1': {'count': 69, 'average_placement': 4.63768115942029}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 7.0}, 'DarkStar_2': {'count': 5, 'average_placement': 3.2}, 'Set3_Mystic_1': {'count': 43, 'average_placement': 3.488372093023256}, 'Set3_Sorcerer_1': {'count': 8, 'average_placement': 3.0}, 'Cybernetic_1': {'count': 13, 'average_placement': 4.846153846153846}, 'Infiltrator_1': {'count': 4, 'average_placement': 4.25}, 'Blaster_1': {'count': 32, 'average_placement': 4.9375}, 'Set3_Sorcerer_3': {'count': 11, 'average_placement': 4.090909090909091}, 'StarGuardian_1': {'count': 10, 'average_placement': 4.2}, 'Demolitionist_1': {'count': 33, 'average_placement': 4.636363636363637}, 'DarkStar_1': {'count': 9, 'average_placement': 3.888888888888889}, 'Chrono_2': {'count': 5, 'average_placement': 3.6}, 'Cybernetic_2': {'count': 10, 'average_placement': 3.6}, 'Set3_Brawler_1': {'count': 2, 'average_placement': 5.5}, 'StarGuardian_2': {'count': 1, 'average_placement': 3.0}, 'Set3_Brawler_2': {'count': 1, 'average_placement': 6.0}, 'SpacePirate_2': {'count': 18, 'average_placement': 5.833333333333333}, 'Blaster_2': {'count': 3, 'average_placement': 5.666666666666667}, 'Rebel_1': {'count': 4, 'average_placement': 7.75}, 'Starship_1': {'count': 3, 'average_placement': 5.333333333333333}, 'Set3_Blademaster_2': {'count': 1, 'average_placement': 2.0}}"
11,Chrono_1,511,4.3209393346379645,"{1: 73, 6: 57, 7: 67, 8: 52, 4: 72, 3: 69, 5: 57, 2: 64}","{'ManaReaver_1': {'count': 265, 'average_placement': 4.1056603773584905}, 'Mercenary_1': {'count': 244, 'average_placement': 4.516393442622951}, 'Set3_Blademaster_1': {'count': 269, 'average_placement': 4.327137546468402}, 'Set3_Celestial_1': {'count': 189, 'average_placement': 4.571428571428571}, 'Set3_Mystic_1': {'count': 130, 'average_placement': 3.353846153846154}, 'Valkyrie_1': {'count': 156, 'average_placement': 4.506410256410256}, 'Set3_Sorcerer_3': {'count': 11, 'average_placement': 3.909090909090909}, 'StarGuardian_1': {'count': 11, 'average_placement': 4.181818181818182}, 'Infiltrator_1': {'count': 92, 'average_placement': 3.902173913043478}, 'Set3_Brawler_1': {'count': 44, 'average_placement': 5.340909090909091}, 'Set3_Sorcerer_1': {'count': 95, 'average_placement': 3.8105263157894735}, 'Blaster_2': {'count': 40, 'average_placement': 4.925}, 'Rebel_1': {'count': 49, 'average_placement': 4.346938775510204}, 'Set3_Brawler_2': {'count': 137, 'average_placement': 4.065693430656935}, 'Blaster_1': {'count': 102, 'average_placement': 4.549019607843137}, 'Cybernetic_2': {'count': 14, 'average_placement': 3.5714285714285716}, 'Set3_Void_1': {'count': 90, 'average_placement': 3.8333333333333335}, 'Vanguard_1': {'count': 128, 'average_placement': 4.5390625}, 'Infiltrator_2': {'count': 8, 'average_placement': 2.875}, 'Set3_Blademaster_2': {'count': 5, 'average_placement': 4.2}, 'Set3_Sorcerer_2': {'count': 2, 'average_placement': 6.5}, 'Sniper_1': {'count': 97, 'average_placement': 3.814432989690722}, 'Protector_1': {'count': 79, 'average_placement': 3.810126582278481}, 'Set3_Celestial_2': {'count': 90, 'average_placement': 3.3}, 'Starship_1': {'count': 22, 'average_placement': 4.2272727272727275}, 'Cybernetic_1': {'count': 33, 'average_placement': 4.606060606060606}, 'Rebel_2': {'count': 4, 'average_placement': 4.75}, 'Demolitionist_1': {'count': 67, 'average_placement': 4.313432835820896}, 'SpacePirate_1': {'count': 29, 'average_placement': 4.0344827586206895}, 'DarkStar_1': {'count': 11, 'average_placement': 4.090909090909091}, 'StarGuardian_2': {'count': 1, 'average_placement': 3.0}, 'Set3_Mystic_2': {'count': 2, 'average_placement': 2.0}, 'SpacePirate_2': {'count': 9, 'average_placement': 5.666666666666667}, 'MechPilot_1': {'count': 1, 'average_placement': 6.0}, 'Vanguard_2': {'count': 2, 'average_placement': 4.0}, 'Protector_2': {'count': 1, 'average_placement': 3.0}}"
12,Set3_Blademaster_1,349,4.32378223495702,"{1: 43, 2: 52, 3: 44, 5: 39, 4: 53, 8: 36, 7: 43, 6: 39}","{'Chrono_1': {'count': 269, 'average_placement': 4.327137546468402}, 'ManaReaver_1': {'count': 264, 'average_placement': 4.215909090909091}, 'Mercenary_1': {'count': 190, 'average_placement': 4.405263157894737}, 'Set3_Celestial_1': {'count': 188, 'average_placement': 4.611702127659575}, 'Set3_Mystic_1': {'count': 103, 'average_placement': 3.2135922330097086}, 'Valkyrie_1': {'count': 189, 'average_placement': 4.439153439153439}, 'Blaster_1': {'count': 92, 'average_placement': 4.228260869565218}, 'Chrono_2': {'count': 20, 'average_placement': 4.65}, 'Vanguard_1': {'count': 85, 'average_placement': 4.517647058823529}, 'Infiltrator_2': {'count': 1, 'average_placement': 5.0}, 'Cybernetic_2': {'count': 38, 'average_placement': 4.315789473684211}, 'Sniper_1': {'count': 68, 'average_placement': 3.926470588235294}, 'Protector_1': {'count': 79, 'average_placement': 3.8860759493670884}, 'Set3_Celestial_2': {'count': 82, 'average_placement': 3.341463414634146}, 'Cybernetic_1': {'count': 30, 'average_placement': 4.6}, 'Infiltrator_1': {'count': 17, 'average_placement': 4.0}, 'Demolitionist_1': {'count': 35, 'average_placement': 3.4285714285714284}, 'Rebel_2': {'count': 19, 'average_placement': 2.8947368421052633}, 'Set3_Brawler_1': {'count': 18, 'average_placement': 5.055555555555555}, 'Starship_1': {'count': 6, 'average_placement': 3.0}, 'Set3_Brawler_2': {'count': 1, 'average_placement': 7.0}, 'Set3_Mystic_2': {'count': 1, 'average_placement': 1.0}, 'SpacePirate_1': {'count': 5, 'average_placement': 5.6}, 'Protector_2': {'count': 1, 'average_placement': 3.0}, 'Rebel_1': {'count': 1, 'average_placement': 8.0}}"
13,Set3_Celestial_1,288,4.631944444444445,"{1: 27, 2: 34, 3: 39, 4: 44, 8: 34, 7: 43, 6: 38, 5: 29}","{'Chrono_1': {'count': 189, 'average_placement': 4.571428571428571}, 'ManaReaver_1': {'count': 214, 'average_placement': 4.462616822429907}, 'Mercenary_1': {'count': 189, 'average_placement': 4.465608465608466}, 'Set3_Blademaster_1': {'count': 188, 'average_placement': 4.611702127659575}, 'Set3_Mystic_1': {'count': 115, 'average_placement': 3.791304347826087}, 'Valkyrie_1': {'count': 151, 'average_placement': 4.403973509933775}, 'Blaster_1': {'count': 66, 'average_placement': 4.484848484848484}, 'Demolitionist_1': {'count': 38, 'average_placement': 4.105263157894737}, 'Rebel_2': {'count': 2, 'average_placement': 1.5}, 'Starship_1': {'count': 2, 'average_placement': 2.5}, 'Chrono_2': {'count': 18, 'average_placement': 4.777777777777778}, 'Vanguard_1': {'count': 100, 'average_placement': 4.35}, 'Infiltrator_1': {'count': 11, 'average_placement': 4.363636363636363}, 'Set3_Blademaster_2': {'count': 6, 'average_placement': 5.0}, 'Sniper_1': {'count': 89, 'average_placement': 4.640449438202247}, 'Protector_1': {'count': 16, 'average_placement': 6.1875}, 'DarkStar_2': {'count': 25, 'average_placement': 4.24}, 'Set3_Sorcerer_1': {'count': 27, 'average_placement': 3.962962962962963}, 'Cybernetic_1': {'count': 22, 'average_placement': 4.2727272727272725}, 'Cybernetic_2': {'count': 14, 'average_placement': 3.9285714285714284}, 'SpacePirate_1': {'count': 20, 'average_placement': 4.7}, 'DarkStar_1': {'count': 17, 'average_placement': 4.529411764705882}, 'Set3_Brawler_1': {'count': 16, 'average_placement': 4.5625}, 'Vanguard_2': {'count': 4, 'average_placement': 4.25}, 'Set3_Mystic_2': {'count': 3, 'average_placement': 2.0}, 'Rebel_1': {'count': 3, 'average_placement': 4.333333333333333}, 'SpacePirate_2': {'count': 8, 'average_placement': 5.75}, 'Set3_Brawler_2': {'count': 2, 'average_placement': 4.5}, 'Protector_2': {'count': 1, 'average_placement': 5.0}}"
14,Set3_Mystic_1,220,3.522727272727273,"{1: 49, 2: 39, 6: 23, 7: 10, 5: 28, 8: 10, 4: 37, 3: 24}","{'Chrono_1': {'count': 130, 'average_placement': 3.353846153846154}, 'ManaReaver_1': {'count': 104, 'average_placement': 3.4134615384615383}, 'Mercenary_1': {'count': 136, 'average_placement': 3.5955882352941178}, 'Set3_Blademaster_1': {'count': 103, 'average_placement': 3.2135922330097086}, 'Set3_Celestial_1': {'count': 115, 'average_placement': 3.791304347826087}, 'Valkyrie_1': {'count': 76, 'average_placement': 3.5526315789473686}, 'Blaster_1': {'count': 75, 'average_placement': 3.64}, 'Demolitionist_1': {'count': 57, 'average_placement': 3.087719298245614}, 'Rebel_2': {'count': 43, 'average_placement': 3.1627906976744184}, 'Starship_1': {'count': 26, 'average_placement': 3.9615384615384617}, 'Rebel_1': {'count': 18, 'average_placement': 4.388888888888889}, 'Set3_Brawler_2': {'count': 15, 'average_placement': 4.133333333333334}, 'Protector_1': {'count': 23, 'average_placement': 2.3043478260869565}, 'Set3_Celestial_2': {'count': 35, 'average_placement': 2.5428571428571427}, 'Set3_Brawler_1': {'count': 12, 'average_placement': 3.75}, 'DarkStar_2': {'count': 21, 'average_placement': 3.4761904761904763}, 'Set3_Sorcerer_1': {'count': 27, 'average_placement': 3.111111111111111}, 'Sniper_1': {'count': 51, 'average_placement': 3.392156862745098}, 'Vanguard_1': {'count': 43, 'average_placement': 3.488372093023256}, 'Cybernetic_2': {'count': 1, 'average_placement': 2.0}, 'DarkStar_1': {'count': 14, 'average_placement': 4.428571428571429}, 'SpacePirate_1': {'count': 11, 'average_placement': 4.090909090909091}, 'Cybernetic_1': {'count': 3, 'average_placement': 2.6666666666666665}, 'Infiltrator_1': {'count': 6, 'average_placement': 2.5}, 'Set3_Void_1': {'count': 3, 'average_placement': 2.3333333333333335}, 'Infiltrator_2': {'count': 1, 'average_placement': 5.0}, 'MechPilot_1': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 4.0}, 'StarGuardian_2': {'count': 1, 'average_placement': 4.0}, 'Protector_2': {'count': 1, 'average_placement': 5.0}, 'Set3_Blademaster_2': {'count': 1, 'average_placement': 3.0}, 'Vanguard_2': {'count': 1, 'average_placement': 2.0}, 'Chrono_2': {'count': 2, 'average_placement': 5.5}, 'SpacePirate_2': {'count': 2, 'average_placement': 3.5}, 'Set3_Celestial_3': {'count': 1, 'average_placement': 5.0}}"
15,Valkyrie_1,239,4.481171548117155,"{1: 31, 6: 37, 2: 26, 3: 31, 5: 23, 4: 35, 7: 30, 8: 26}","{'Chrono_1': {'count': 156, 'average_placement': 4.506410256410256}, 'ManaReaver_1': {'count': 169, 'average_placement': 4.4674556213017755}, 'Mercenary_1': {'count': 208, 'average_placement': 4.4423076923076925}, 'Set3_Blademaster_1': {'count': 189, 'average_placement': 4.439153439153439}, 'Set3_Celestial_1': {'count': 151, 'average_placement': 4.403973509933775}, 'Set3_Mystic_1': {'count': 76, 'average_placement': 3.5526315789473686}, 'Infiltrator_2': {'count': 18, 'average_placement': 4.611111111111111}, 'MechPilot_1': {'count': 21, 'average_placement': 4.238095238095238}, 'Blaster_1': {'count': 90, 'average_placement': 4.211111111111111}, 'Chrono_2': {'count': 18, 'average_placement': 4.888888888888889}, 'Vanguard_1': {'count': 69, 'average_placement': 4.63768115942029}, 'Infiltrator_1': {'count': 6, 'average_placement': 5.166666666666667}, 'Set3_Blademaster_2': {'count': 4, 'average_placement': 4.75}, 'Sniper_1': {'count': 10, 'average_placement': 4.2}, 'Rebel_1': {'count': 5, 'average_placement': 5.2}, 'Set3_Brawler_2': {'count': 6, 'average_placement': 4.833333333333333}, 'Blaster_2': {'count': 4, 'average_placement': 4.75}, 'Cybernetic_1': {'count': 22, 'average_placement': 4.2727272727272725}, 'Demolitionist_1': {'count': 41, 'average_placement': 3.073170731707317}, 'Set3_Brawler_1': {'count': 15, 'average_placement': 4.533333333333333}, 'Set3_Sorcerer_1': {'count': 11, 'average_placement': 3.4545454545454546}, 'Rebel_2': {'count': 14, 'average_placement': 2.357142857142857}, 'Starship_1': {'count': 9, 'average_placement': 3.5555555555555554}, 'SpacePirate_1': {'count': 4, 'average_placement': 6.0}, 'SpacePirate_2': {'count': 2, 'average_placement': 3.5}, 'Cybernetic_2': {'count': 10, 'average_placement': 4.2}, 'Set3_Celestial_2': {'count': 4, 'average_placement': 5.25}, 'DarkStar_1': {'count': 1, 'average_placement': 1.0}, 'Protector_1': {'count': 1, 'average_placement': 3.0}, 'Infiltrator_3': {'count': 4, 'average_placement': 2.75}}"
16,Blaster_1,231,4.510822510822511,"{5: 35, 2: 32, 1: 28, 4: 28, 7: 24, 6: 31, 8: 30, 3: 23}","{'Demolitionist_1': {'count': 106, 'average_placement': 4.150943396226415}, 'Mercenary_1': {'count': 194, 'average_placement': 4.365979381443299}, 'Rebel_2': {'count': 81, 'average_placement': 3.9753086419753085}, 'Set3_Mystic_1': {'count': 75, 'average_placement': 3.64}, 'Starship_1': {'count': 53, 'average_placement': 4.30188679245283}, 'Set3_Celestial_1': {'count': 66, 'average_placement': 4.484848484848484}, 'Chrono_1': {'count': 102, 'average_placement': 4.549019607843137}, 'Cybernetic_2': {'count': 21, 'average_placement': 4.285714285714286}, 'Infiltrator_1': {'count': 6, 'average_placement': 4.0}, 'ManaReaver_1': {'count': 88, 'average_placement': 4.420454545454546}, 'Chrono_2': {'count': 14, 'average_placement': 4.928571428571429}, 'Set3_Blademaster_1': {'count': 92, 'average_placement': 4.228260869565218}, 'Valkyrie_1': {'count': 90, 'average_placement': 4.211111111111111}, 'Rebel_1': {'count': 37, 'average_placement': 4.972972972972973}, 'Set3_Brawler_2': {'count': 31, 'average_placement': 4.67741935483871}, 'Set3_Brawler_1': {'count': 25, 'average_placement': 4.8}, 'Cybernetic_1': {'count': 28, 'average_placement': 4.464285714285714}, 'Vanguard_1': {'count': 32, 'average_placement': 4.9375}, 'SpacePirate_1': {'count': 10, 'average_placement': 4.8}, 'SpacePirate_2': {'count': 11, 'average_placement': 5.545454545454546}, 'Set3_Celestial_2': {'count': 1, 'average_placement': 4.0}, 'Sniper_1': {'count': 2, 'average_placement': 7.5}}"
17,Rebel_2,97,4.185567010309279,"{5: 18, 2: 17, 1: 15, 6: 10, 8: 11, 7: 8, 3: 9, 4: 9}","{'Blaster_1': {'count': 81, 'average_placement': 3.9753086419753085}, 'Demolitionist_1': {'count': 91, 'average_placement': 4.054945054945055}, 'Mercenary_1': {'count': 86, 'average_placement': 3.9767441860465116}, 'Set3_Mystic_1': {'count': 43, 'average_placement': 3.1627906976744184}, 'Starship_1': {'count': 43, 'average_placement': 4.27906976744186}, 'Set3_Celestial_1': {'count': 2, 'average_placement': 1.5}, 'Chrono_1': {'count': 4, 'average_placement': 4.75}, 'Set3_Brawler_1': {'count': 6, 'average_placement': 5.0}, 'Set3_Blademaster_1': {'count': 19, 'average_placement': 2.8947368421052633}, 'SpacePirate_1': {'count': 6, 'average_placement': 4.333333333333333}, 'Valkyrie_1': {'count': 14, 'average_placement': 2.357142857142857}}"
18,Set3_Celestial_2,108,3.638888888888889,"{8: 9, 1: 19, 3: 15, 4: 19, 2: 23, 5: 10, 7: 7, 6: 6}","{'ManaReaver_1': {'count': 75, 'average_placement': 3.6}, 'Sniper_1': {'count': 63, 'average_placement': 3.6507936507936507}, 'SpacePirate_1': {'count': 15, 'average_placement': 4.733333333333333}, 'Vanguard_1': {'count': 13, 'average_placement': 4.615384615384615}, 'Chrono_1': {'count': 90, 'average_placement': 3.3}, 'Protector_1': {'count': 77, 'average_placement': 3.5194805194805197}, 'Set3_Blademaster_1': {'count': 82, 'average_placement': 3.341463414634146}, 'Set3_Mystic_1': {'count': 35, 'average_placement': 2.5428571428571427}, 'Infiltrator_1': {'count': 4, 'average_placement': 3.0}, 'Protector_2': {'count': 2, 'average_placement': 3.5}, 'Mercenary_1': {'count': 14, 'average_placement': 5.285714285714286}, 'Demolitionist_1': {'count': 7, 'average_placement': 2.7142857142857144}, 'SpacePirate_2': {'count': 4, 'average_placement': 6.75}, 'Valkyrie_1': {'count': 4, 'average_placement': 5.25}, 'DarkStar_2': {'count': 1, 'average_placement': 2.0}, 'Set3_Sorcerer_1': {'count': 2, 'average_placement': 1.5}, 'Blaster_1': {'count': 1, 'average_placement': 4.0}, 'Rebel_1': {'count': 1, 'average_placement': 4.0}, 'Set3_Blademaster_2': {'count': 2, 'average_placement': 3.5}}"
19,Set3_Sorcerer_3,16,4.625,"{6: 5, 3: 6, 1: 1, 8: 1, 5: 2, 7: 1}","{'Chrono_1': {'count': 11, 'average_placement': 3.909090909090909}, 'Mercenary_1': {'count': 8, 'average_placement': 4.5}, 'StarGuardian_1': {'count': 13, 'average_placement': 4.538461538461538}, 'Vanguard_1': {'count': 11, 'average_placement': 4.090909090909091}, 'SpacePirate_1': {'count': 3, 'average_placement': 3.0}, 'StarGuardian_2': {'count': 1, 'average_placement': 3.0}, 'Demolitionist_1': {'count': 3, 'average_placement': 5.666666666666667}, 'MechPilot_1': {'count': 1, 'average_placement': 6.0}, 'ManaReaver_1': {'count': 1, 'average_placement': 5.0}, 'DarkStar_1': {'count': 1, 'average_placement': 6.0}}"
20,StarGuardian_1,15,4.666666666666667,"{6: 4, 3: 5, 1: 1, 8: 1, 5: 3, 7: 1}","{'Chrono_1': {'count': 11, 'average_placement': 4.181818181818182}, 'Mercenary_1': {'count': 7, 'average_placement': 4.142857142857143}, 'Set3_Sorcerer_3': {'count': 13, 'average_placement': 4.538461538461538}, 'Vanguard_1': {'count': 10, 'average_placement': 4.2}, 'SpacePirate_1': {'count': 3, 'average_placement': 3.0}, 'DarkStar_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_2': {'count': 1, 'average_placement': 6.0}, 'Vanguard_2': {'count': 1, 'average_placement': 6.0}, 'Demolitionist_1': {'count': 2, 'average_placement': 5.0}, 'ManaReaver_1': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_4': {'count': 1, 'average_placement': 5.0}}"
21,Starship_1,66,4.348484848484849,"{2: 11, 1: 9, 6: 8, 8: 8, 5: 15, 4: 4, 7: 5, 3: 6}","{'Blaster_1': {'count': 53, 'average_placement': 4.30188679245283}, 'Demolitionist_1': {'count': 50, 'average_placement': 4.2}, 'Mercenary_1': {'count': 60, 'average_placement': 4.3}, 'Rebel_2': {'count': 43, 'average_placement': 4.27906976744186}, 'Set3_Mystic_1': {'count': 26, 'average_placement': 3.9615384615384617}, 'Set3_Celestial_1': {'count': 2, 'average_placement': 2.5}, 'Chrono_1': {'count': 22, 'average_placement': 4.2272727272727275}, 'Rebel_1': {'count': 21, 'average_placement': 4.571428571428571}, 'Set3_Brawler_1': {'count': 9, 'average_placement': 4.777777777777778}, 'SpacePirate_1': {'count': 6, 'average_placement': 4.333333333333333}, 'Set3_Blademaster_1': {'count': 6, 'average_placement': 3.0}, 'Valkyrie_1': {'count': 9, 'average_placement': 3.5555555555555554}, 'Set3_Brawler_2': {'count': 13, 'average_placement': 4.0}, 'ManaReaver_1': {'count': 3, 'average_placement': 4.0}, 'Blaster_2': {'count': 8, 'average_placement': 4.25}, 'Infiltrator_1': {'count': 1, 'average_placement': 6.0}, 'MechPilot_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Sorcerer_1': {'count': 1, 'average_placement': 6.0}, 'Set3_Void_1': {'count': 1, 'average_placement': 6.0}, 'SpacePirate_2': {'count': 3, 'average_placement': 5.333333333333333}, 'Vanguard_1': {'count': 3, 'average_placement': 5.333333333333333}}"
22,Set3_Brawler_1,58,5.120689655172414,"{7: 11, 6: 9, 5: 7, 8: 8, 1: 3, 4: 10, 2: 6, 3: 4}","{'Chrono_1': {'count': 44, 'average_placement': 5.340909090909091}, 'Infiltrator_1': {'count': 13, 'average_placement': 5.538461538461538}, 'Set3_Sorcerer_1': {'count': 17, 'average_placement': 5.0588235294117645}, 'Blaster_1': {'count': 25, 'average_placement': 4.8}, 'Mercenary_1': {'count': 36, 'average_placement': 4.722222222222222}, 'Rebel_1': {'count': 6, 'average_placement': 4.333333333333333}, 'Set3_Mystic_1': {'count': 12, 'average_placement': 3.75}, 'Starship_1': {'count': 9, 'average_placement': 4.777777777777778}, 'Rebel_2': {'count': 6, 'average_placement': 5.0}, 'Cybernetic_1': {'count': 6, 'average_placement': 5.0}, 'Set3_Blademaster_1': {'count': 18, 'average_placement': 5.055555555555555}, 'Valkyrie_1': {'count': 15, 'average_placement': 4.533333333333333}, 'Infiltrator_2': {'count': 3, 'average_placement': 4.333333333333333}, 'Set3_Void_1': {'count': 14, 'average_placement': 4.928571428571429}, 'Demolitionist_1': {'count': 21, 'average_placement': 4.809523809523809}, 'Cybernetic_2': {'count': 1, 'average_placement': 5.0}, 'ManaReaver_1': {'count': 17, 'average_placement': 4.588235294117647}, 'Vanguard_1': {'count': 2, 'average_placement': 5.5}, 'Set3_Celestial_1': {'count': 16, 'average_placement': 4.5625}, 'Sniper_1': {'count': 3, 'average_placement': 5.0}, 'DarkStar_2': {'count': 1, 'average_placement': 2.0}, 'MechPilot_1': {'count': 2, 'average_placement': 4.0}, 'Blaster_2': {'count': 3, 'average_placement': 5.333333333333333}, 'SpacePirate_1': {'count': 3, 'average_placement': 5.666666666666667}}"
23,Set3_Sorcerer_1,165,4.078787878787879,"{7: 20, 6: 17, 5: 20, 3: 25, 2: 26, 8: 15, 4: 14, 1: 28}","{'Chrono_1': {'count': 95, 'average_placement': 3.8105263157894735}, 'Infiltrator_1': {'count': 83, 'average_placement': 3.8072289156626504}, 'Set3_Brawler_1': {'count': 17, 'average_placement': 5.0588235294117645}, 'Set3_Brawler_2': {'count': 77, 'average_placement': 3.5714285714285716}, 'Set3_Void_1': {'count': 91, 'average_placement': 3.78021978021978}, 'Infiltrator_2': {'count': 49, 'average_placement': 4.36734693877551}, 'MechPilot_1': {'count': 44, 'average_placement': 4.636363636363637}, 'DarkStar_2': {'count': 26, 'average_placement': 4.1923076923076925}, 'Set3_Celestial_1': {'count': 27, 'average_placement': 3.962962962962963}, 'Set3_Mystic_1': {'count': 27, 'average_placement': 3.111111111111111}, 'Sniper_1': {'count': 28, 'average_placement': 3.6785714285714284}, 'Vanguard_1': {'count': 8, 'average_placement': 3.0}, 'Demolitionist_1': {'count': 38, 'average_placement': 4.052631578947368}, 'Valkyrie_1': {'count': 11, 'average_placement': 3.4545454545454546}, 'DarkStar_1': {'count': 6, 'average_placement': 2.8333333333333335}, 'Protector_1': {'count': 2, 'average_placement': 1.5}, 'Set3_Celestial_2': {'count': 2, 'average_placement': 1.5}, 'Mercenary_1': {'count': 15, 'average_placement': 3.7333333333333334}, 'Starship_1': {'count': 1, 'average_placement': 6.0}, 'ManaReaver_1': {'count': 2, 'average_placement': 3.5}, 'SpacePirate_1': {'count': 1, 'average_placement': 3.0}}"
24,Blaster_2,42,5.023809523809524,"{8: 6, 7: 10, 5: 7, 6: 3, 3: 3, 4: 6, 1: 7}","{'Chrono_1': {'count': 40, 'average_placement': 4.925}, 'Mercenary_1': {'count': 34, 'average_placement': 4.911764705882353}, 'Rebel_1': {'count': 23, 'average_placement': 4.260869565217392}, 'Set3_Brawler_2': {'count': 35, 'average_placement': 4.885714285714286}, 'Valkyrie_1': {'count': 4, 'average_placement': 4.75}, 'Demolitionist_1': {'count': 5, 'average_placement': 5.4}, 'SpacePirate_2': {'count': 2, 'average_placement': 7.0}, 'Starship_1': {'count': 8, 'average_placement': 4.25}, 'Vanguard_1': {'count': 3, 'average_placement': 5.666666666666667}, 'Set3_Brawler_1': {'count': 3, 'average_placement': 5.333333333333333}, 'Cybernetic_1': {'count': 3, 'average_placement': 2.0}, 'ManaReaver_1': {'count': 2, 'average_placement': 5.0}, 'SpacePirate_1': {'count': 3, 'average_placement': 3.6666666666666665}}"
25,Rebel_1,60,4.7,"{8: 10, 1: 11, 6: 8, 5: 11, 2: 3, 4: 7, 7: 6, 3: 4}","{'Blaster_2': {'count': 23, 'average_placement': 4.260869565217392}, 'Chrono_1': {'count': 49, 'average_placement': 4.346938775510204}, 'Mercenary_1': {'count': 46, 'average_placement': 4.760869565217392}, 'Set3_Brawler_2': {'count': 46, 'average_placement': 4.369565217391305}, 'Blaster_1': {'count': 37, 'average_placement': 4.972972972972973}, 'Set3_Mystic_1': {'count': 18, 'average_placement': 4.388888888888889}, 'Valkyrie_1': {'count': 5, 'average_placement': 5.2}, 'Set3_Brawler_1': {'count': 6, 'average_placement': 4.333333333333333}, 'Starship_1': {'count': 21, 'average_placement': 4.571428571428571}, 'Demolitionist_1': {'count': 18, 'average_placement': 5.111111111111111}, 'ManaReaver_1': {'count': 4, 'average_placement': 5.5}, 'Set3_Celestial_1': {'count': 3, 'average_placement': 4.333333333333333}, 'Set3_Celestial_2': {'count': 1, 'average_placement': 4.0}, 'SpacePirate_2': {'count': 4, 'average_placement': 7.75}, 'Vanguard_1': {'count': 4, 'average_placement': 7.75}, 'SpacePirate_1': {'count': 3, 'average_placement': 3.0}, 'Cybernetic_1': {'count': 2, 'average_placement': 1.0}, 'Set3_Blademaster_1': {'count': 1, 'average_placement': 8.0}}"
26,Infiltrator_2,60,4.7,"{6: 11, 5: 9, 8: 7, 1: 6, 3: 11, 7: 8, 2: 6, 4: 2}","{'MechPilot_1': {'count': 52, 'average_placement': 4.980769230769231}, 'Valkyrie_1': {'count': 18, 'average_placement': 4.611111111111111}, 'Chrono_1': {'count': 8, 'average_placement': 2.875}, 'Set3_Blademaster_1': {'count': 1, 'average_placement': 5.0}, 'Set3_Sorcerer_1': {'count': 49, 'average_placement': 4.36734693877551}, 'Demolitionist_1': {'count': 31, 'average_placement': 4.258064516129032}, 'Set3_Brawler_2': {'count': 4, 'average_placement': 1.25}, 'Set3_Void_1': {'count': 7, 'average_placement': 2.5714285714285716}, 'Set3_Brawler_1': {'count': 3, 'average_placement': 4.333333333333333}, 'DarkStar_1': {'count': 3, 'average_placement': 3.0}, 'Mercenary_1': {'count': 8, 'average_placement': 3.75}, 'Set3_Mystic_1': {'count': 1, 'average_placement': 5.0}}"
